WEP,Tupelanzahl,Mainkey,Dauer,Dauer in ms,Dauer für hacking,Schlüssel verwendet,Schlüssel gefunden,Erfolgreich?,Modell?,
WEP40 ,70000,(b'\xa8\xe0\xd3\x83\x9f'),0:00:18.983695, 18983 ms,31208,(31 ,"bytearray""(b'\xa8\xe0\xd3\x83\x9f')"" "," bytearray""(b'\xa8\xe0\xd3\x83\x9f')"" ",True,
WEP40 ,70000,(b'\xc7\x19\xab\xda\x07'),0:00:18.823619, 18823 ms,30841,(30 ,"bytearray""(b'\xc7\x19\xab\xda\x07')"" "," bytearray""(b'\xc7\x19\xab\xda\x07')"" ",True,
WEP40 ,70000,(b'\x97v%P6'),0:00:18.978762, 18978 ms,31190,(31 ,"bytearray""(b'\x97v%P6')"" "," bytearray""(b'\x97v%P6')"" ",True,
WEP40 ,70000,(b'N\xba*x\xae'),0:00:24.792220, 24792 ms,40978,(40 ,"bytearray""(b'N\xba*x\xae')"" "," bytearray""(b'N\xba*x\xae')"" ",True,
WEP40 ,70000,(b'\x02u\xbc\x1b\x00'),0:00:19.236896, 19236 ms,31058,(31 ,"bytearray""(b'\x02u\xbc\x1b\x00')"" "," bytearray""(b'\x02u\xbc\x1b\x00')"" ",True,
WEP40 ,70000,(b'\x0b\x03\x90r\x99'),0:00:19.994823, 19994 ms,36076,(36 ,"bytearray""(b'\x0b\x03\x90r\x99')"" "," bytearray""(b'\x0b\x03\x90r\x99')"" ",True,
WEP40 ,70000,(b'C{\xf4\xb7\x13'),0:00:26.998310, 26998 ms,41196,(41 ,"bytearray""(b'C{\xf4\xb7\x13')"" "," bytearray""(b'C{\xf4\xb7\x13')"" ",True,
WEP40 ,70000,(b'\xb6\xc7Z\xa8B'),0:00:19.479389, 19479 ms,31424,(31 ,"bytearray""(b'\xb6\xc7Z\xa8B')"" "," bytearray""(b'\xb6\xc7Z\xa8B')"" ",True,
WEP40 ,70000,(b'\xcc\x00}$V'),0:00:24.975008, 24975 ms,40206,(40 ,"bytearray""(b'\xcc\x00}$V')"" "," bytearray""(b'\xcc\x00}$V')"" ",True,
WEP40 ,70000,(b'\xba\xe7LB3'),0:00:19.515644, 19515 ms,31741,(31 ,"bytearray""(b'\xba\xe7LB3')"" "," bytearray""(b'\xba\xe7LB3')"" ",True,
WEP40 ,70000,(b'j\xa2_\x1aQ'),0:00:28.288583, 28288 ms,44560,(44 ,"bytearray""(b'j\xa2_\x1aQ')"" "," bytearray""(b'j\xa2_\x1aQ')"" ",True,
WEP40 ,70000,(b'\x99\xbf\xed\xdf\xaa'),0:00:19.512443, 19512 ms,35679,(35 ,"bytearray""(b'\x99\xbf\xed\xdf\xaa')"" "," bytearray""(b'\x99\xbf\xed\xdf\xaa')"" ",True,
WEP40 ,70000,"(b'\xeb\xe5\x13\xb1)')""",0:00:25.820577, 25820 ms,39144,(39 ,"bytearray""(b'\xeb\xe5\x13\xb1)""')"" "," bytearray""(b'\xeb\xe5\x13\xb1)""')"" ",True,
WEP40 ,70000,(b'\xca\x83\xc0.\xa1'),0:00:20.693535, 20693 ms,32962,(32 ,"bytearray""(b'\xca\x83\xc0.\xa1')"" "," bytearray""(b'\xca\x83\xc0.\xa1')"" ",True,
WEP40 ,70000,(b'\xe6s\xcb\xa6\x0f'),0:00:19.747806, 19747 ms,31606,(31 ,"bytearray""(b'\xe6s\xcb\xa6\x0f')"" "," bytearray""(b'\xe6s\xcb\xa6\x0f')"" ",True,
WEP40 ,70000,(b'\x97\xd2\xca\xf5\xf9'),0:00:19.374539, 19374 ms,31891,(31 ,"bytearray""(b'\x97\xd2\xca\xf5\xf9')"" "," bytearray""(b'\x97\xd2\xca\xf5\xf9')"" ",True,
WEP40 ,70000,(b'>kD\xbeV'),0:00:30.114722, 30114 ms,49248,(49 ,"bytearray""(b'>kD\xbeV')"" "," bytearray""(b'>0\x7f\xbeV')"" ",False,
WEP40 ,70000,(b'\xfd\xc6\xc8\xc6.'),0:00:35.252620, 35252 ms,54490,(54 ,"bytearray""(b'\xfd\xc6\xc8\xc6.')"" "," bytearray""(b'\xfd\xc6\xc8\xc6.')"" ",True,
WEP40 ,70000,(b'\x0c\xb9\xc1\xcfm'),0:00:23.348644, 23348 ms,41914,(41 ,"bytearray""(b'\x0c\xb9\xc1\xcfm')"" "," bytearray""(b'\x0c\xb9\xc1\xcfm')"" ",True,
WEP40 ,70000,(b' u\xea\xe8\xda'),0:00:21.714342, 21714 ms,37763,(37 ,"bytearray""(b' u\xea\xe8\xda')"" "," bytearray""(b' u\xea\xe8\xda')"" ",True,
WEP40 ,70000,(b'\x11w\x7fl\xd3'),0:00:18.139940, 18139 ms,29461,(29 ,"bytearray""(b'\x11w\x7fl\xd3')"" "," bytearray""(b'\x11w\x7fl\xd3')"" ",True,
WEP40 ,70000,"(b\xe3\x1d\'\xe8v"")""",0:00:18.854322, 18854 ms,30985,(30 ,"bytearray""(b""\xe3\x1d\'\xe8v"")"" "," bytearray""(b""\xe3\x1d\'\xe8v"")"" ",True,
WEP40 ,70000,(b'\xc1\xe3Z\x7f\x01'),0:00:18.772338, 18772 ms,30711,(30 ,"bytearray""(b'\xc1\xe3Z\x7f\x01')"" "," bytearray""(b'\xc1\xe3Z\x7f\x01')"" ",True,
WEP40 ,70000,(b'\xe7d\x9f\x00\xcf'),0:00:18.479403, 18479 ms,30187,(30 ,"bytearray""(b'\xe7d\x9f\x00\xcf')"" "," bytearray""(b'\xe7d\x9f\x00\xcf')"" ",True,
WEP40 ,70000,(b'5\xd38\xeaK'),0:00:18.346148, 18346 ms,29963,(29 ,"bytearray""(b'5\xd38\xeaK')"" "," bytearray""(b'5\xd38\xeaK')"" ",True,
WEP40 ,70000,(b'\x8b\x86\x0f\x91L'),0:00:18.655221, 18655 ms,30337,(30 ,"bytearray""(b'\x8b\x86\x0f\x91L')"" "," bytearray""(b'\x8b\x86\x0f\x91L')"" ",True,
WEP40 ,70000,(b'\t\xfb\n\x06\x81'),0:00:28.086062, 28086 ms,48135,(48 ,"bytearray""(b'\t\xfb\n\x06\x81')"" "," bytearray""(b'\t\xfb\n\x06\x81')"" ",True,
WEP40 ,70000,(b'T\xd7\x9e-\xfd'),0:00:30.534072, 30534 ms,49771,(49 ,"bytearray""(b'T\xd7\x9e-\xfd')"" "," bytearray""(b'T\xd7\x9e-\xfd')"" ",True,
WEP40 ,70000,(b'M\xb98\xff\xb4'),0:00:27.401909, 27401 ms,47011,(47 ,"bytearray""(b'M\xb98\xff\xb4')"" "," bytearray""(b'M\xb98\xff\xb4')"" ",True,
WEP40 ,70000,(b'\x83\xd2\x06c\xa4'),0:00:31.297572, 31297 ms,47842,(47 ,"bytearray""(b'\x83\xd2\x06c\xa4')"" "," bytearray""(b'\x83\xd2\x06c\xa4')"" ",True,
WEP40 ,70000,(b'\xf0\x04\xe9\xaee'),0:00:35.020130, 35020 ms,47628,(47 ,"bytearray""(b'\xf0\x04\xe9\xaee')"" "," bytearray""(b'\xf0\x04\xe9\xaee')"" ",True,
WEP40 ,70000,(b'F\x9dYWR'),0:00:21.606655, 21606 ms,38830,(38 ,"bytearray""(b'F\x9dYWR')"" "," bytearray""(b'F\x9dYWR')"" ",True,
WEP40 ,70000,(b'\xe6\xcc\xca\xe5\x11'),0:00:26.168819, 26168 ms,46357,(46 ,"bytearray""(b'\xe6\xcc\xca\xe5\x11')"" "," bytearray""(b'\xe6\xcc\xca\xe5\x11')"" ",True,
WEP40 ,70000,(b'@\x8c\xb2m\x14'),0:00:29.968380, 29968 ms,47278,(47 ,"bytearray""(b'@\x8c\xb2m\x14')"" "," bytearray""(b'@\x8c\xb2m\x14')"" ",True,
WEP40 ,70000,(b'\xd5\xb4\x0c\x9ea'),0:00:23.820509, 23820 ms,40311,(40 ,"bytearray""(b'\xd5\xb4\x0c\x9ea')"" "," bytearray""(b'\xd5\xb4\x0c\x9ea')"" ",True,
WEP40 ,70000,(b'\x17R@^\xf7'),0:00:26.154107, 26154 ms,40181,(40 ,"bytearray""(b'\x17R@^\xf7')"" "," bytearray""(b'\x17R@^\xf7')"" ",True,
WEP40 ,70000,(b'Y\x12j\x05\x82'),0:00:22.253383, 22253 ms,41761,(41 ,"bytearray""(b'Y\x12j\x05\x82')"" "," bytearray""(b'Y\x12j\x05\x82')"" ",True,
WEP40 ,70000,(b'n\x11p\t\x17'),0:00:26.057946, 26058 ms,43112,(43 ,"bytearray""(b'n\x11p\t\x17')"" "," bytearray""(b'n\x11p\t\x17')"" ",True,
WEP40 ,70000,(b'\xa3\xad\xb0P\xcb'),0:00:37.289172, 37289 ms,57400,(57 ,"bytearray""(b'\xa3\xad\xb0P\xcb')"" "," bytearray""(b'\xa3\xad\xb0P\xcb')"" ",True,
WEP40 ,70000,(b'k\xc9\xa1\n\x10'),0:00:27.947094, 27947 ms,41924,(41 ,"bytearray""(b'k\xc9\xa1\n\x10')"" "," bytearray""(b'k\xc9\xa1\n\x10')"" ",True,
WEP40 ,70000,(b'\xb3A\x83\x93\x83'),0:00:29.658047, 29658 ms,46046,(46 ,"bytearray""(b'\xb3A\x83\x93\x83')"" "," bytearray""(b'\xb3A\x83\x93\x83')"" ",True,
WEP40 ,70000,(b'?C\xa5\x15\x9f'),0:00:33.941467, 33941 ms,53986,(53 ,"bytearray""(b'?C\xa5\x15\x9f')"" "," bytearray""(b'?C\xa5\x15\x9f')"" ",True,
WEP40 ,70000,(b'\x1bsMew'),0:00:28.751824, 28751 ms,49465,(49 ,"bytearray""(b'\x1bsMew')"" "," bytearray""(b'\x1bsMew')"" ",True,
WEP40 ,70000,(b'<y\xdd#\x90'),0:00:24.749964, 24750 ms,38908,(38 ,"bytearray""(b'<y\xdd#\x90')"" "," bytearray""(b'<y\xdd#\x90')"" ",True,
WEP40 ,70000,(b'M\x8e\xcd\xa3J'),0:00:32.158677, 32158 ms,55669,(55 ,"bytearray""(b'M\x8e\xcd\xa3J')"" "," bytearray""(b'M\x8e\xcd\xa3J')"" ",True,
WEP40 ,70000,(b'\xb9k\xa1:\x14'),0:00:26.272274, 26272 ms,42130,(42 ,"bytearray""(b'\xb9k\xa1:\x14')"" "," bytearray""(b'\xb9k\xa1:\x14')"" ",True,
WEP40 ,70000,(b'Z3\xed\xac\x1a'),0:00:27.895169, 27895 ms,49100,(49 ,"bytearray""(b'Z3\xed\xac\x1a')"" "," bytearray""(b'Z3\xed\xac\x1a')"" ",True,
WEP40 ,70000,(b'\xa7\xaf\xcb\r\xa6'),0:00:30.439265, 30439 ms,49212,(49 ,"bytearray""(b'\xa7\xaf\xcb\r\xa6')"" "," bytearray""(b'\xa7\xaf\xcb\r\xa6')"" ",True,
WEP40 ,70000,(b'\x03\xa3\xf29\x16'),0:00:18.652997, 18653 ms,30033,(30 ,"bytearray""(b'\x03\xa3\xf29\x16')"" "," bytearray""(b'\x03\xa3\xf29\x16')"" ",True,
WEP40 ,70000,(b'x\x84\x0e@\x94'),0:00:19.099115, 19099 ms,31153,(31 ,"bytearray""(b'x\x84\x0e@\x94')"" "," bytearray""(b'\xd1+\x0e@\x94')"" ",False,
WEP40 ,70000,(b'i\x9b6[\t'),0:00:18.981724, 18981 ms,30999,(30 ,"bytearray""(b'i\x9b6[\t')"" "," bytearray""(b'i\x9b6[\t')"" ",True,
WEP40 ,70000,(b'\x12\x13$\x1c\xc5'),0:00:21.600440, 21600 ms,36717,(36 ,"bytearray""(b'\x12\x13$\x1c\xc5')"" "," bytearray""(b'\x12\x13$\x1c\xc5')"" ",True,
WEP40 ,70000,(b'\xd0\x15J\x1a\x8a'),0:00:28.936121, 28936 ms,40941,(40 ,"bytearray""(b'\xd0\x15J\x1a\x8a')"" "," bytearray""(b'\xd0\x15J\x1a\x8a')"" ",True,
WEP40 ,70000,(b'\xec\x84\xc0R\xb3'),0:00:19.659707, 19659 ms,31595,(31 ,"bytearray""(b'\xec\x84\xc0R\xb3')"" "," bytearray""(b'\xec\x84\xc0R\xb3')"" ",True,
WEP40 ,70000,(b'\x90\xfb\xbc\xdb+'),0:00:19.370048, 19370 ms,35340,(35 ,"bytearray""(b'\x90\xfb\xbc\xdb+')"" "," bytearray""(b'\x90\xfb\xbc\xdb+')"" ",True,
WEP40 ,70000,(b'\xf3\xc5\x99\n|'),0:00:24.365768, 24365 ms,38311,(38 ,"bytearray""(b'\xf3\xc5\x99\n|')"" "," bytearray""(b'\xf3\xc5\x99\n|')"" ",True,
WEP40 ,70000,(b'\x0f\r\x03-\xa8'),0:00:20.205748, 20205 ms,32202,(32 ,"bytearray""(b'\x0f\r\x03-\xa8')"" "," bytearray""(b'\x0f\r\x03-\xa8')"" ",True,
WEP40 ,70000,(b'\xf2\x95\xa8\x80\n'),0:00:18.951339, 18951 ms,31043,(31 ,"bytearray""(b'\xf2\x95\xa8\x80\n')"" "," bytearray""(b'\xf2\x95\xa8\x80\n')"" ",True,
WEP40 ,70000,(b'\xb7\xc7\x130\x08'),0:00:18.781617, 18781 ms,30890,(30 ,"bytearray""(b'\xb7\xc7\x130\x08')"" "," bytearray""(b'\xb7\xc7\x130\x08')"" ",True,
WEP40 ,70000,(b'\xb0\xa6c\x06\x92'),0:00:19.148070, 19148 ms,31071,(31 ,"bytearray""(b'\xb0\xa6c\x06\x92')"" "," bytearray""(b'\xb0\xa6\x18Q\x92')"" ",False,
WEP40 ,70000,(b'T\x99t|\x7f'),0:00:19.107438, 19107 ms,31014,(31 ,"bytearray""(b'T\x99t|\x7f')"" "," bytearray""(b'T\x99t|\x7f')"" ",True,
WEP40 ,70000,(b'\xbc{ad\x04'),0:00:19.189266, 19189 ms,31113,(31 ,"bytearray""(b'\xbc{ad\x04')"" "," bytearray""(b'\xbc{ad\x04')"" ",True,
WEP40 ,70000,(b'\xb8\xc5\x81\xbc>'),0:00:19.174268, 19174 ms,31103,(31 ,"bytearray""(b'\xb8\xc5\x81\xbc>')"" "," bytearray""(b'\xb8\xc5\x81\xbc>')"" ",True,
WEP40 ,70000,(b'rq\xd8$m'),0:00:19.151395, 19151 ms,31352,(31 ,"bytearray""(b'rq\xd8$m')"" "," bytearray""(b'rq\xd8$m')"" ",True,
WEP40 ,70000,(b'u\x85\xc4\xe9\r'),0:00:19.104713, 19104 ms,31379,(31 ,"bytearray""(b'u\x85\xc4\xe9\r')"" "," bytearray""(b'u\x85\xc4\xe9\r')"" ",True,
WEP40 ,70000,"(b'\xaf\xe6\x1a)u')""",0:00:18.997947, 18998 ms,31340,(31 ,"bytearray""(b'\xaf\xe6\x1a)""u')"" "," bytearray""(b'\xaf\xe6\x1a)""u')"" ",True,
WEP40 ,70000,(b'\x88\xcf\xc3\xa9q'),0:00:18.968596, 18968 ms,31132,(31 ,"bytearray""(b'\x88\xcf\xc3\xa9q')"" "," bytearray""(b'\x88\xcf\xc3\xa9q')"" ",True,
WEP40 ,70000,(b'%\xd1\x18\xcc\x1d'),0:00:24.005952, 24006 ms,48117,(48 ,"bytearray""(b'%\xd1\x18\xcc\x1d')"" "," bytearray""(b'%\xd1\x18\xcc\x1d')"" ",True,
WEP40 ,70000,(b'\xbf\xef\r\x8dS'),0:00:19.018780, 19018 ms,32288,(32 ,"bytearray""(b'\xbf\xef\r\x8dS')"" "," bytearray""(b'\xbf\xef\r\x8dS')"" ",True,
WEP40 ,70000,(b'\x88>\x9f\xc4\xb9'),0:00:19.105220, 19105 ms,33171,(33 ,"bytearray""(b'\x88>\x9f\xc4\xb9')"" "," bytearray""(b'\x88>\x9f\xc4\xb9')"" ",True,
WEP40 ,70000,(b'Yj\xda{\x00'),0:00:21.658615, 21658 ms,33848,(33 ,"bytearray""(b'Yj\xda{\x00')"" "," bytearray""(b'Yj\xda{\x00')"" ",True,
WEP40 ,70000,(b'gW\xe3\x8a\x0c'),0:00:31.412730, 31412 ms,47756,(47 ,"bytearray""(b'gW\xe3\x8a\x0c')"" "," bytearray""(b'gW\xe3\x8a\x0c')"" ",True,
WEP40 ,70000,(b'[\xbc\xca\xf8\xb9'),0:00:18.882997, 18883 ms,31066,(31 ,"bytearray""(b'[\xbc\xca\xf8\xb9')"" "," bytearray""(b'[\xbc\xca\xf8\xb9')"" ",True,
WEP40 ,70000,(b'O\xbe+a\x8f'),0:00:19.080290, 19080 ms,37740,(37 ,"bytearray""(b'O\xbe+a\x8f')"" "," bytearray""(b'O\xbe+a\x8f')"" ",True,
WEP40 ,70000,(b'\xb0\x91g\t\xc1'),0:00:18.570774, 18570 ms,30262,(30 ,"bytearray""(b'\xb0\x91g\t\xc1')"" "," bytearray""(b'\xb0\x91g\t\xc1')"" ",True,
WEP40 ,70000,(b'\xe8\xc2Pn2'),0:00:19.517153, 19517 ms,31823,(31 ,"bytearray""(b'\xe8\xc2Pn2')"" "," bytearray""(b'\xe8\xc2Pn2')"" ",True,
WEP40 ,70000,(b'\xe94b\x14\x90'),0:00:18.866457, 18866 ms,30469,(30 ,"bytearray""(b'\xe94b\x14\x90')"" "," bytearray""(b'\xe94b\x14\x90')"" ",True,
WEP40 ,70000,(b'\xcf\x19\x05\xad\xd1'),0:00:18.964636, 18964 ms,31145,(31 ,"bytearray""(b'\xcf\x19\x05\xad\xd1')"" "," bytearray""(b'\xcf\x19\x05\xad\xd1')"" ",True,
WEP40 ,70000,(b'\x0bK\xeb\xb5\x98'),0:00:18.924341, 18924 ms,30963,(30 ,"bytearray""(b'\x0bK\xeb\xb5\x98')"" "," bytearray""(b'\x0bK\xeb\xb5\x98')"" ",True,
WEP40 ,70000,(b'\x1b\xe9\xb1L\xa8'),0:00:18.698150, 18698 ms,30715,(30 ,"bytearray""(b'\x1b\xe9\xb1L\xa8')"" "," bytearray""(b'\x1b\xe9\xb1L\xa8')"" ",True,
WEP40 ,70000,(b'\xeb\x97c\x86\xa6'),0:00:18.981572, 18981 ms,30947,(30 ,"bytearray""(b'\xeb\x97c\x86\xa6')"" "," bytearray""(b'\xeb\x97c\x86\xa6')"" ",True,
WEP40 ,70000,(b'<\xc0\xebXU'),0:00:19.052853, 19052 ms,30955,(30 ,"bytearray""(b'<\xc0\xebXU')"" "," bytearray""(b'<\xc0\xebXU')"" ",True,
WEP40 ,70000,(b'\xcf\x1527\xdd'),0:00:19.022581, 19022 ms,30860,(30 ,"bytearray""(b'\xcf\x1527\xdd')"" "," bytearray""(b'\xcf\x1527\xdd')"" ",True,
WEP40 ,70000,"(b'\xef)\xe1\xe1l')""",0:00:19.032872, 19032 ms,31114,(31 ,"bytearray""(b'\xef)""\xe1\xe1l')"" "," bytearray""(b'\xef)""\xe1\xe1l')"" ",True,
WEP40 ,70000,(b'V\xcc!\xc2?'),0:00:18.950581, 18950 ms,31058,(31 ,"bytearray""(b'V\xcc!\xc2?')"" "," bytearray""(b'V\xcc!\xc2?')"" ",True,
WEP40 ,70000,(b'\x07\xc9\xfe9='),0:00:19.360345, 19360 ms,31309,(31 ,"bytearray""(b'\x07\xc9\xfe9=')"" "," bytearray""(b'\x07\xc9\xfe9=')"" ",True,
WEP40 ,70000,(b'h\\\xc3\xc9\xad'),0:00:19.408011, 19408 ms,31351,(31 ,"bytearray""(b'h\\\xc3\xc9\xad')"" "," bytearray""(b'h\\\xc3\xc9\xad')"" ",True,
WEP40 ,70000,(b'B<\xf2\xe6\x9f'),0:00:18.665313, 18665 ms,30667,(30 ,"bytearray""(b'B<\xf2\xe6\x9f')"" "," bytearray""(b'B<\xf2\xe6\x9f')"" ",True,
WEP40 ,70000,(b'\x0c#\xc4\r6'),0:00:18.926292, 18926 ms,30989,(30 ,"bytearray""(b'\x0c#\xc4\r6')"" "," bytearray""(b'\x0c#\xc4\r6')"" ",True,
WEP40 ,70000,(b'y\xefJ5t'),0:00:19.139919, 19139 ms,31079,(31 ,"bytearray""(b'y\xefJ5t')"" "," bytearray""(b'y\xefJ5t')"" ",True,
WEP40 ,70000,(b'\x97\xa9\xc6s\xdf'),0:00:19.374728, 19374 ms,30910,(30 ,"bytearray""(b'\x97\xa9\xc6s\xdf')"" "," bytearray""(b'\x97\xa9\xc6s\xdf')"" ",True,
WEP40 ,70000,(b'\x9e\x0blk\x81'),0:00:22.056187, 22056 ms,34819,(34 ,"bytearray""(b'\x9e\x0blk\x81')"" "," bytearray""(b'\x9e\x0blk\x81')"" ",True,
WEP40 ,70000,(b'v\x85\xd1N\xbb'),0:00:27.368513, 27368 ms,48432,(48 ,"bytearray""(b'v\x85\xd1N\xbb')"" "," bytearray""(b'v\x85\xd1N\xbb')"" ",True,
WEP40 ,70000,(b'\xd1\x80\x86\x0e1'),0:00:29.568514, 29568 ms,48743,(48 ,"bytearray""(b'\xd1\x80\x86\x0e1')"" "," bytearray""(b'\xd1\x80\x86\x0e1')"" ",True,
WEP40 ,70000,(b'\xa1B\x18\x80f'),0:00:27.786141, 27786 ms,39395,(39 ,"bytearray""(b'\xa1B\x18\x80f')"" "," bytearray""(b'\xa1B\x18\x80f')"" ",True,
WEP40 ,70000,(b'\x8c;\xc4\x0e\x86'),0:00:39.217296, 39217 ms,54404,(54 ,"bytearray""(b'\x8c;\xc4\x0e\x86')"" "," bytearray""(b'\x8c;\xc4\x0e\x86')"" ",True,
WEP40 ,70000,(b'F\x97v.\xc1'),0:00:36.857047, 36857 ms,54647,(54 ,"bytearray""(b'F\x97v.\xc1')"" "," bytearray""(b'F\x97v.\xc1')"" ",True,
WEP40 ,70000,(b'\x82A}\xc6\xe3'),0:00:29.075199, 29075 ms,50129,(50 ,"bytearray""(b'\x82A}\xc6\xe3')"" "," bytearray""(b'\x82A}\xc6\xe3')"" ",True,
WEP40 ,70000,(b'\xde\xb0g\xf8\xf5'),0:00:24.616147, 24616 ms,44705,(44 ,"bytearray""(b'\xde\xb0g\xf8\xf5')"" "," bytearray""(b'\xde\xb0g\xf8\xf5')"" ",True,
WEP40 ,70000,(b'+\xe8\x8a\x1e\x1f'),0:00:32.186677, 32186 ms,56303,(56 ,"bytearray""(b'+\xe8\x8a\x1e\x1f')"" "," bytearray""(b'+\xe8\x8a\x1e\x1f')"" ",True,
WEP40 ,70000,(b'\xa4\xa3a7\xe3'),0:00:37.864426, 37864 ms,60663,(60 ,"bytearray""(b'\xa4\xa3a7\xe3')"" "," bytearray""(b'\xa4\xa3a7\xe3')"" ",True,
WEP40 ,70000,(b'\xa0\x80\x0b\xb4\x04'),0:00:27.821744, 27821 ms,45241,(45 ,"bytearray""(b'\xa0\x80\x0b\xb4\x04')"" "," bytearray""(b'\xa0\x80\x0b\xb4\x04')"" ",True,
WEP40 ,70000,(b'7\xb4\xc2\xa4F'),0:00:30.793840, 30793 ms,50262,(50 ,"bytearray""(b'7\xb4\xc2\xa4F')"" "," bytearray""(b'7\xb4\xc2\xa4F')"" ",True,
WEP40 ,70000,(b'b:\x99\x80\xe7'),0:00:18.948601, 18948 ms,31107,(31 ,"bytearray""(b'b:\x99\x80\xe7')"" "," bytearray""(b'b:\x99\x80\xe7')"" ",True,
WEP40 ,70000,(b'=\x07\xe8\xda\x1e'),0:00:26.530091, 26530 ms,41428,(41 ,"bytearray""(b'=\x07\xe8\xda\x1e')"" "," bytearray""(b'=\x07\xe8\xda\x1e')"" ",True,
WEP40 ,70000,"(b'\x14\x9e\xf4)?')""",0:00:19.426493, 19426 ms,31456,(31 ,"bytearray""(b'\x14\x9e\xf4)""?')"" "," bytearray""(b'\x14\x9e\xf4)""?')"" ",True,
WEP40 ,70000,(b'\xd3t1\x0c\xf4'),0:00:19.381948, 19382 ms,31511,(31 ,"bytearray""(b'\xd3t1\x0c\xf4')"" "," bytearray""(b'\xd3t1\x0c\xf4')"" ",True,
WEP40 ,70000,(b'\x1a\x16\xaf\xaeO'),0:00:24.607539, 24607 ms,39194,(39 ,"bytearray""(b'\x1a\x16\xaf\xaeO')"" "," bytearray""(b'\x1a\x16\xaf\xaeO')"" ",True,
WEP40 ,70000,(b'\x00\xc0\x15P%'),0:00:20.018627, 20018 ms,41135,(41 ,"bytearray""(b'\x00\xc0\x15P%')"" "," bytearray""(b'\x00\xc0\x15P%')"" ",True,
WEP40 ,70000,"(b'\xa8)Hg\xf1')""",0:00:19.189760, 19189 ms,33259,(33 ,"bytearray""(b'\xa8)""Hg\xf1')"" "," bytearray""(b'\xa8)""Hg\xf1')"" ",True,
WEP40 ,70000,(b'gg\xd5\x1a\x8b'),0:00:19.068264, 19068 ms,31021,(31 ,"bytearray""(b'gg\xd5\x1a\x8b')"" "," bytearray""(b'gg\xd5\x1a\x8b')"" ",True,
WEP40 ,70000,(b'lQ_\xaei'),0:00:25.457869, 25457 ms,40174,(40 ,"bytearray""(b'lQ_\xaei')"" "," bytearray""(b'lQ_\xaei')"" ",True,
WEP40 ,70000,(b'\x01\\\xd2\xe3\x10'),0:00:34.480199, 34480 ms,57290,(57 ,"bytearray""(b'\x01\\\xd2\xe3\x10')"" "," bytearray""(b'\x01\\\xd2\xe3\x10')"" ",True,
WEP40 ,70000,(b'\xbd\x1d\xc34\x10'),0:00:34.613826, 34613 ms,57585,(57 ,"bytearray""(b'\xbd\x1d\xc34\x10')"" "," bytearray""(b'\xbd\x1d\xc34\x10')"" ",True,
WEP40 ,70000,(b'7\x84\xb5\xed\xc2'),0:00:36.023239, 36023 ms,54600,(54 ,"bytearray""(b'7\x84\xb5\xed\xc2')"" "," bytearray""(b'7\x84\xb5\xed\xc2')"" ",True,
WEP40 ,70000,(b'\xa6\xf9p\xc8\x7f'),0:00:35.205070, 35205 ms,58846,(58 ,"bytearray""(b'\xa6\xf9p\xc8\x7f')"" "," bytearray""(b'\xa6\xf9p\xc8\x7f')"" ",True,
WEP40 ,70000,"(b\xa7\'\xe7\xac\xd6"")""",0:00:39.474180, 39474 ms,63088,(63 ,"bytearray""(b""\xa7\'\xe7\xac\xd6"")"" "," bytearray""(b""\xa7\'\xe7\xac\xd6"")"" ",True,
WEP40 ,70000,(b'\xd8\x08\x1e1J'),0:00:33.032347, 33032 ms,53675,(53 ,"bytearray""(b'\xd8\x08\x1e1J')"" "," bytearray""(b'\xd8\x08\x1e1J')"" ",True,
WEP40 ,70000,(b'\xf0\t\xf8\xd8\xd2'),0:00:33.516365, 33516 ms,53349,(53 ,"bytearray""(b'\xf0\t\xf8\xd8\xd2')"" "," bytearray""(b'\xf0\t\xf8\xd8\xd2')"" ",True,
WEP40 ,70000,(b'2\xdf\x18\x17\xff'),0:00:39.371101, 39371 ms,63483,(63 ,"bytearray""(b'2\xdf\x18\x17\xff')"" "," bytearray""(b'2\xdf\x18\x17\xff')"" ",True,
WEP40 ,70000,(b'\x1c\xa6e_\x8b'),0:00:35.162766, 35162 ms,59428,(59 ,"bytearray""(b'\x1c\xa6e_\x8b')"" "," bytearray""(b'\x1c\xa6e_\x8b')"" ",True,
WEP40 ,70000,(b'\x00\x14\xa9c\x02'),0:00:26.712521, 26712 ms,48974,(48 ,"bytearray""(b'\x00\x14\xa9c\x02')"" "," bytearray""(b'\x00\x14\xa9c\x02')"" ",True,
WEP40 ,70000,(b'\xd1\xbbv\xa0L'),0:00:32.299713, 32299 ms,55698,(55 ,"bytearray""(b'\xd1\xbbv\xa0L')"" "," bytearray""(b'\xd1\xbbv\xa0L')"" ",True,
WEP40 ,70000,(b'1\n\xc9o\xb9'),0:00:36.740613, 36740 ms,60586,(60 ,"bytearray""(b'1\n\xc9o\xb9')"" "," bytearray""(b'1\n\xc9o\xb9')"" ",True,
WEP40 ,70000,(b'\x83\xd5\x81Gg'),0:00:39.362914, 39362 ms,54340,(54 ,"bytearray""(b'\x83\xd5\x81Gg')"" "," bytearray""(b'\x83\xd5\x81Gg')"" ",True,
WEP40 ,70000,(b'\x13\xc0\x91\xf0\xfe'),0:00:24.320380, 24320 ms,45822,(45 ,"bytearray""(b'\x13\xc0\x91\xf0\xfe')"" "," bytearray""(b'\x13\xc0\x91\xf0\xfe')"" ",True,
